100 100 0.161567 -7.99758 3.29472 7.99707 

3.29472	3.29472	3.28414	3.2778	3.22855	3.03499	2.74912	2.46518	2.30379	2.10228	1.78183	1.40717	1.85828	2.36965	2.77422	2.8521	2.8682	2.88431	2.88431	2.8843	2.88431	2.82379	2.71065	2.41998	2.11536	1.19317	1.01342	0.957562	0.597766	0.412801	0.19233	0.232718	0.380446	0.610278	0.610439	1.12265	1.32989	1.28001	0.851082	0.810675	0.835898	0.874136	1.06846	1.12461	1.25462	1.30151	1.57948	1.16644	0.562613	0.564376	1.14862	1.4741	1.53871	1.61211	1.58941	1.52178	1.47102	1.46388	1.45673	1.26977	1.05421	1.1553	1.62028	1.59849	1.58473	1.40533	0.916523	0.66804	0.556857	0.753098	1.07232	1.58695	1.51848	1.43569	1.2951	1.15225	0.636628	0.0994291	-0.000267982	-0.000267029	0.441545	0.860453	1.15206	1.23355	1.04815	0.85358	0.498798	0.491231	0.738335	0.954535	1.10791	1.24173	1.89195	2.27829	2.80766	2.58611	2.41825	2.38289	2.39616	2.39616	
3.29472	3.29472	3.29472	3.29472	3.2452	3.05082	2.7611	2.47138	2.30689	2.10228	1.78183	1.38565	1.74697	2.16867	2.65064	2.72853	2.80642	2.88431	2.88431	2.88431	2.88431	2.82716	2.71739	2.55501	2.32746	2.03466	2.06647	1.98076	1.6563	1.11177	0.587926	0.364779	0.421858	0.766903	1.11175	1.46469	1.55534	1.55532	1.21712	1.17671	1.13631	1.0959	1.34519	1.65264	1.69083	1.73765	1.83132	1.42912	0.776621	0.663597	1.22808	1.53384	1.58084	1.62786	1.64511	1.61738	1.54472	1.47206	1.39946	1.21826	1.03705	1.15529	1.57303	1.54963	1.52623	1.34201	0.996977	0.834586	0.855074	1.20907	1.4303	1.65166	1.54417	1.42242	1.28635	1.15027	0.645473	0.140646	-0.000263214	-0.00026226	0.463233	0.882844	1.11184	1.19399	1.03102	0.85882	0.677444	0.761268	0.971225	1.04176	1.10788	1.16942	1.93496	2.48072	2.74272	2.54043	2.39918	2.39935	2.4529	2.47944	
3.19569	3.2141	3.25093	3.26934	3.22065	3.02998	2.74604	2.46209	2.3038	2.11668	1.84241	1.50977	1.63909	1.94792	2.43605	2.58548	2.7349	2.88431	2.86016	2.83601	2.7885	2.66843	2.59225	2.55991	2.52525	2.48828	2.3169	2.24306	2.13374	1.81919	1.23775	0.71897	0.529318	0.858776	1.18825	1.39077	1.55542	1.55543	1.46473	1.39147	1.31821	1.24495	1.42919	1.6397	1.62938	1.68825	1.80598	1.58106	1.03661	0.851482	1.29069	1.54227	1.60607	1.66987	1.64257	1.59616	1.53059	1.46502	1.39945	1.193	0.986559	1.09611	1.52159	1.43798	1.35437	1.20887	1.00138	0.97914	1.14242	1.76134	1.7063	1.65144	1.56614	1.39978	1.1524	0.905153	0.59328	0.281173	0.0149851	-0.000256538	0.463238	0.88287	1.11183	1.19398	0.821882	0.711056	0.861166	1.00645	1.07708	1.07708	1.12929	1.23357	2.19126	2.27236	2.47898	2.39907	2.39936	2.54993	2.68823	2.74428	
2.95883	2.99175	3.02899	3.04741	3.01009	2.86299	2.6586	2.38791	2.32578	2.18231	1.93941	1.62363	1.60169	1.80389	2.18556	2.3974	2.60924	2.75867	2.56876	2.48939	2.37527	2.51728	2.3525	2.17257	2.32316	2.4714	2.33756	2.30748	2.16636	1.78564	1.65113	1.20762	0.944516	0.946696	1.16726	0.873696	1.42254	1.49505	1.25003	1.1802	1.11037	1.03826	1.23539	1.50453	1.51228	1.39824	1.34319	1.23508	0.888691	0.721962	0.847496	1.01827	0.920657	0.957681	0.862801	0.971812	1.21713	1.41037	1.3448	1.05338	0.790359	0.682391	0.890583	0.781733	0.68132	0.688969	0.736598	1.02708	1.71107	1.96891	1.77648	1.6757	1.49802	1.37871	1.22542	0.993649	0.780797	0.501842	0.325112	0.317225	0.404585	0.87517	1.1085	1.17809	0.726524	0.686582	0.955017	1.03008	1.04188	0.983143	1.05372	1.17643	2.25207	2.32714	2.41258	2.43117	2.42824	2.59892	2.74889	2.80952	
2.67142	2.72655	2.75755	2.77621	2.75153	2.65557	2.51648	2.31209	2.28869	2.19331	2.00872	1.72438	1.70492	1.70506	1.91705	2.05991	2.23731	2.44914	2.29667	2.12137	1.97427	1.98054	2.00561	1.85487	1.9178	2.25176	2.33147	2.28524	2.10529	1.65674	1.54649	1.33233	0.961639	0.994997	0.997178	0.780284	1.14964	1.1763	0.908689	0.956363	0.974475	0.904646	0.781549	0.993085	1.0371	1.03604	0.864308	0.890473	0.76798	0.604668	0.743562	0.753248	0.649346	0.551729	0.383539	0.418434	0.583145	0.808468	1.0538	0.964023	0.72278	0.465659	0.403011	0.391754	0.307155	0.265187	0.327195	0.634533	1.28686	1.77602	1.82318	1.63076	1.49385	1.2471	0.972108	0.81882	0.804927	0.592083	0.692387	0.690285	0.408464	0.59095	0.847532	0.899168	0.741367	0.650243	0.931045	1.07715	0.954555	0.796865	1.28294	1.64904	2.23135	2.3869	2.53307	2.59249	2.48038	2.51546	2.66752	2.72673	
2.32351	2.41307	2.44761	2.45995	2.44897	2.44131	2.37443	2.25714	2.2519	2.18304	2.01476	1.77424	1.69931	1.63544	1.65771	1.63937	1.65425	1.7971	2.04192	1.91513	1.76865	1.7424	1.74125	1.65878	1.65715	1.99251	2.38915	2.44825	2.04756	1.48966	1.16359	1.1528	0.678973	0.780236	0.813623	0.883053	0.848674	0.958216	0.837819	0.622149	0.626255	0.673929	0.609079	0.503226	0.495447	0.665088	0.662956	0.778147	0.732788	0.494864	0.575431	0.629224	0.546546	0.440535	0.306101	0.240376	0.336276	0.500988	0.665699	0.633011	0.543228	0.444446	0.221625	0.219737	0.208478	0.202847	0.223645	0.260373	0.698607	1.12715	1.29055	1.33785	1.22142	1.06009	0.783014	0.467233	0.553889	0.540187	0.844296	0.844296	0.453119	0.244269	0.383093	0.418625	0.459565	0.563827	0.832945	0.98745	0.826289	0.56831	1.05203	2.09475	2.06308	2.47815	2.81747	2.9129	2.76955	2.44271	2.43199	2.47317	
1.98002	2.022	2.10593	2.14788	2.14375	2.15664	2.19068	2.22468	2.22468	2.16142	1.99421	1.78631	1.65501	1.53478	1.42559	1.40725	1.38891	1.37057	1.35223	1.33389	1.72052	1.79058	1.8166	1.78144	1.80809	1.89664	2.48021	2.75138	2.34608	1.51421	0.9432	0.690649	0.495615	0.630914	0.76615	0.756866	0.660039	1.10019	1.16491	0.949236	0.733567	0.517897	0.321616	0.21793	0.224757	0.416293	0.755757	0.848294	0.75579	0.380126	0.397715	0.388665	0.352839	0.316943	0.240932	0.233499	0.29478	0.356059	0.417471	0.396276	0.375078	0.310589	0.202867	0.202866	0.202867	0.202853	0.202853	0.227139	0.275662	0.422956	0.644538	0.866014	0.756439	0.601941	0.402534	0.203012	0.340007	0.47689	0.723258	0.723258	0.346255	0.0787792	8.58307e-006	3.05176e-005	0.141627	0.346317	0.614336	0.77813	0.646734	0.32441	0.769697	1.98243	2.04258	2.59596	3.07877	3.19655	3.04643	2.53018	2.21435	2.19689	
1.57732	1.62936	1.73008	1.77204	1.82763	1.86278	1.90157	1.9364	1.9364	1.89726	1.80089	1.65579	1.52476	1.36437	1.21505	1.30793	1.40081	1.45279	1.43445	1.93528	2.18856	1.86629	1.9574	2.15206	2.01828	1.94641	2.37054	2.62337	2.22602	1.4064	0.918605	0.733751	0.578935	0.682573	0.807344	0.592645	0.522571	0.964821	1.12357	0.935173	0.746778	0.540177	0.312069	0.212809	0.20286	0.281878	0.516319	0.58484	0.516319	0.269597	0.262007	0.270802	0.270802	0.240911	0.240911	0.382917	0.738685	1.04508	1.10637	0.6241	0.295952	0.271044	0.20286	0.202862	0.20286	0.20286	0.202862	0.20286	0.210986	0.276182	0.276181	0.42408	0.424022	0.369235	0.369234	0.202861	0.203887	0.295665	0.4041	0.349763	0.244452	0.0533419	-0.000228882	-0.000230789	-0.000141144	0.0853701	0.154751	0.295419	0.299469	0.21546	0.324391	1.20115	1.61806	2.04269	2.20366	1.8114	1.87029	1.54737	1.20756	1.12503	
1.2453	1.34669	1.50006	1.605	1.58609	1.60219	1.55274	1.59153	1.59003	1.59006	1.58628	1.54219	1.61222	1.36598	1.1336	1.38552	1.55778	1.65068	1.85366	2.46478	2.44716	2.2122	2.01051	2.11324	2.16466	1.9559	2.20655	2.37242	2.08878	1.38399	0.908566	0.781636	0.668132	0.869475	0.973121	0.633949	0.426488	0.740184	1.02212	0.872351	0.712862	0.524467	0.323144	0.202865	0.210852	0.318539	0.469075	0.517962	0.469074	0.255707	0.206668	0.202866	0.202866	0.202866	0.203286	0.393264	0.76727	1.1275	1.48327	1.00308	0.521366	0.242947	0.202866	0.202867	0.202866	0.202867	0.202866	0.202865	0.202864	0.202867	0.202867	0.202867	0.202867	0.202866	0.202865	0.202864	0.202866	0.203893	0.223601	0.157391	0.0703478	0.00238705	-0.00022316	-0.000225067	-0.000224113	-0.00022316	0.0145235	0.0292416	0.0359058	0.0178185	0.0523558	0.484138	0.917143	1.17763	1.17763	1.49043	1.29418	1.24545	1.14632	1.07754	
1.07378	1.25411	1.47058	1.64855	1.70137	1.56242	1.42986	1.35087	1.24772	1.29848	1.46871	1.53944	1.60954	1.5037	1.1423	1.44871	1.70063	1.95255	2.15682	2.45937	2.35721	2.2834	2.1288	2.0795	1.96978	1.83193	1.95834	1.99304	1.87033	1.3472	1.00101	0.88068	0.770627	0.816653	1.01807	0.678793	0.340693	0.501496	0.822807	0.715703	0.572995	0.423227	0.309981	0.202872	0.216862	0.357604	0.572974	0.635148	0.572975	0.311951	0.237885	0.218874	0.227149	0.227148	0.206637	0.325826	0.608425	0.982406	1.35638	1.03034	0.550155	0.282097	0.207476	0.202872	0.202872	0.20287	0.202872	0.202868	0.20287	0.202871	0.202871	0.202871	0.202871	0.202871	0.202871	0.202871	0.202871	0.20287	0.20287	0.164437	0.0840826	0.0169153	-0.000220299	-0.000220299	-0.000219345	-0.000222206	-0.000220299	-0.000220299	-0.000222206	-0.000220299	-0.000156403	0.105	0.311197	0.465606	0.663589	1.0585	1.42836	1.44711	1.33016	1.49902	
1.01881	1.2481	1.53316	1.76407	1.8618	1.75114	1.51115	1.27127	1.06681	1.04234	1.29023	1.63067	1.63358	1.46064	1.11177	1.41822	1.72466	2.03109	2.18616	2.34125	2.06352	2.10653	2.06868	1.95006	1.79877	1.61479	1.63563	1.54824	1.39039	1.21336	1.08293	0.9877	0.880684	0.848798	0.817048	0.520823	0.223672	0.338226	0.585632	0.478527	0.371423	0.264318	0.206831	0.202879	0.219873	0.369637	0.635153	0.707489	0.635153	0.341405	0.256161	0.225999	0.250894	0.275764	0.234274	0.331367	0.567003	0.802639	1.0384	0.743337	0.448268	0.272613	0.216702	0.21117	0.205637	0.202877	0.202877	0.202875	0.202875	0.202875	0.202877	0.202875	0.202876	0.202876	0.202877	0.202876	0.202878	0.202875	0.202875	0.189259	0.109529	0.0373268	0.00326157	-0.00021553	-0.000214577	-0.00021553	-0.00021553	-0.000214577	-0.00021553	-0.00021553	-0.000214577	-0.000151634	0.0731564	0.219609	0.813955	1.05494	1.31899	1.51488	1.49893	1.3622	
1.01879	1.24811	1.53317	1.7641	1.8525	1.73006	1.48517	1.24028	1.03477	1.00552	1.24227	1.56876	1.56876	1.4156	1.10927	1.30335	1.49742	1.69158	1.70449	1.71747	1.75245	1.86816	1.86838	1.75316	1.56559	1.3057	1.2677	1.25011	1.22263	1.19606	1.15366	1.08126	0.994483	0.849279	0.704181	0.408631	0.24767	0.272166	0.308601	0.27844	0.24828	0.218119	0.202886	0.202882	0.203494	0.275098	0.417136	0.464223	0.417136	0.24462	0.240483	0.258953	0.300159	0.341341	0.272664	0.254438	0.286618	0.318799	0.351356	0.363853	0.37635	0.337726	0.248812	0.230433	0.212052	0.202881	0.202881	0.202882	0.202882	0.202882	0.202882	0.202882	0.202882	0.202882	0.202882	0.20288	0.20288	0.202882	0.202882	0.202872	0.135154	0.0573215	0.00884438	-0.000209808	-0.000207901	-0.000207901	-0.000208855	-0.000207901	-0.000207901	-0.000208855	-0.000207901	-0.000206947	0.00503635	0.0156517	0.251743	0.443575	0.696858	1.01495	1.06846	0.854136	
0.979733	1.16272	1.40236	1.61869	1.73382	1.64757	1.43779	1.22797	1.02038	0.938848	1.05978	1.2571	1.2571	1.14983	0.935229	1.03197	1.12872	1.22556	1.44495	1.66424	1.79131	1.89831	1.86059	1.67815	1.46463	1.21997	1.21996	1.21995	1.21806	1.21431	1.19755	1.14694	1.07547	0.94573	0.81599	0.613089	0.339622	0.286578	0.246577	0.234102	0.22163	0.209157	0.202888	0.202888	0.202888	0.20822	0.218992	0.231019	0.218991	0.20291	0.226563	0.25897	0.300177	0.341384	0.272706	0.239864	0.242853	0.245846	0.248893	0.302254	0.355617	0.337773	0.248837	0.230458	0.212077	0.202888	0.202887	0.202888	0.202888	0.202888	0.202888	0.202888	0.202888	0.202887	0.202887	0.202886	0.202886	0.202888	0.202888	0.202887	0.161557	0.0926256	0.0281401	-0.00451469	-0.00510693	-0.00505066	-0.00434971	-0.00263977	-0.00101376	-0.000472069	-0.000202179	-0.000202179	0.0405054	0.121866	0.43855	0.538716	0.461152	0.36285	0.340712	0.23785	
0.933849	1.05666	1.25526	1.43107	1.50571	1.47004	1.4024	1.33465	1.11446	0.957354	0.927918	0.963083	0.931817	0.856077	0.735765	0.820233	0.904704	0.989184	1.38424	1.77921	1.90508	1.99185	1.89094	1.60234	1.37873	1.21994	1.21994	1.21994	1.21994	1.21994	1.21618	1.18317	1.12466	1.0067	0.899656	0.808466	0.539158	0.382899	0.314463	0.284586	0.254745	0.224902	0.206451	0.202893	0.202893	0.202893	0.202903	0.202912	0.202901	0.202892	0.210012	0.226031	0.250925	0.275845	0.234354	0.214037	0.214935	0.215836	0.216739	0.248981	0.281223	0.270507	0.216741	0.211208	0.205676	0.202894	0.202892	0.203838	0.205728	0.206673	0.204782	0.202894	0.202892	0.202892	0.202891	0.202893	0.19609	0.189297	0.189297	0.189296	0.156444	0.0893774	0.0234661	-0.00938892	-0.0134392	-0.0151205	-0.0144262	-0.0118284	-0.00743389	-0.00315475	-0.000746727	-0.000197411	0.0669212	0.201119	0.603776	0.702077	0.576838	0.228098	0.035965	-5.72205e-005	
