218 115 0.5 -54.3801 -1.07374e+008 28.6981 

-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5.20451	5.64805	6.19202	6.74069	7.28937	7.96427	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7.03452	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7.13538	5.77963	7.437	7.4395	7.33269	7.92283	8.54228	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8.67884	8.19111	7.68351	7.64745	7.85118	8.15413	8.45426	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7.35269	7.27755	7.20241	7.1112	7.33553	7.44722	7.68333	7.97173	7.93348	7.87697	8.05861	8.25824	8.04962	7.77042	7.77242	7.81949	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	7.25429	6.8106	6.596	6.60642	6.79177	6.75888	-1000	-1000	7.10986	7.23843	7.34501	7.55661	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	5.18307	5.47899	6.18249	6.50151	6.53002	6.85366	6.87621	6.89354	6.94958	7.56014	7.91483	8.20157	8.73006	8.86214	8.8413	8.5112	8.2023	7.94366	7.79873	7.8896	8.03612	8.28154	-1000	-1000	-1000	-1000	8.3624	8.37551	8.35755	8.20347	8.19004	8.39005	-1000	-1000	-1000	-1000	-1000	8.37994	7.81748	7.50163	7.42313	7.41262	7.47194	7.66531	7.92078	7.99487	8.00424	8.02777	8.00958	8.01712	8.13813	8.17023	8.15628	8.06365	8.00914	7.93598	7.89155	7.88731	7.92497	7.89588	7.74288	7.55201	6.79262	6.31443	6.35982	6.57019	6.80117	6.97121	7.42005	7.84164	8.04513	8.11967	8.16566	8.1891	8.19526	8.20514	8.22313	8.21451	8.2452	8.27503	8.44792	8.63594	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	8.65729	8.17518	8.05725	8.13039	8.07864	8.41628	8.51683	8.57802	8.40432	7.9283	7.70603	7.59208	7.68954	8.12577	8.34995	8.4472	8.3636	8.44626	8.6075	8.67736	8.67575	8.59197	8.48653	8.45324	8.30939	8.26264	8.24082	8.15428	8.09748	-1000	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	7.80814	6.6855	5.47205	7.37495	7.48492	7.4404	-1000	7.03551	6.85143	7.15921	6.86501	5.89931	5.49433	5.44207	5.39803	5.31976	6.68741	6.80963	7.05536	7.24039	7.30476	7.31243	7.51145	7.7328	7.58581	7.37405	7.26915	7.30447	7.1049	6.97965	6.70546	6.37365	6.21626	6.20131	5.99351	4.81652	6.5388	6.54819	6.40582	6.09345	6.08337	6.22369	6.22905	6.25297	6.71986	4.33452	4.49921	6.3615	6.48341	4.20645	4.44062	5.53735	5.49753	5.91405	6.24848	6.03097	6.14444	6.41367	6.20719	5.87404	5.67916	5.57977	5.5184	5.42543	5.46712	5.77788	6.35786	6.74386	6.68897	6.38788	6.14476	6.06419	5.93708	5.73269	5.50017	5.40666	5.37863	5.38304	5.38598	5.47044	5.84614	6.13525	6.45198	6.91001	-1000	-1000	-1000	6.93756	5.16977	5.06789	5.24102	5.94452	5.89763	6.31064	6.5402	6.38188	6.58689	7.19745	7.24946	7.29679	7.8875	6.90469	6.62991	6.30907	6.04752	6.08312	6.25123	6.44383	6.61165	6.72492	6.84161	6.81676	6.77241	6.73996	6.69315	6.63638	6.43008	6.29522	6.30037	6.4782	6.86193	7.21951	7.381	7.40194	7.31017	7.02555	5.99777	3.81153	3.82862	5.24061	5.49174	5.80204	6.23471	6.53318	6.55714	6.55342	6.5448	6.54753	6.6073	6.73328	6.59656	6.38635	6.14952	6.10359	6.09643	6.14476	6.54108	6.65205	6.53392	6.39438	5.31534	4.68228	4.72742	5.04172	5.36811	5.50805	5.95637	6.40915	6.67741	6.70299	6.77097	6.86399	6.91635	6.92067	6.92443	6.91653	6.92977	7.14819	7.67149	8.0347	8.2742	8.52788	8.73532	8.87129	8.93714	8.92198	8.81292	8.62197	8.22676	6.94503	7.12601	7.28958	7.10912	7.70434	7.8028	7.81626	7.61471	7.08224	5.80846	5.79983	5.87377	6.79754	7.43352	7.6486	7.62043	7.62847	7.87015	8.0463	8.05815	7.94447	7.84357	7.67805	7.59659	7.66143	7.35204	7.35131	7.35057	7.34983	7.46149	-1000	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	-1000	7.61067	6.62795	5.09128	6.96375	7.08559	7.04067	6.98223	6.52141	6.40734	6.44458	6.30929	5.00818	3.62373	3.60658	3.5951	3.57183	6.06829	6.18069	6.46446	6.50904	6.67605	6.75491	6.96429	7.20735	7.12083	6.96113	6.89564	6.8211	6.59548	6.33636	6.03442	5.1925	4.96422	4.82576	3.24924	5.59683	5.76002	5.72637	5.5625	5.64561	5.6556	5.6639	5.66135	5.81808	5.87908	1.4227	1.54553	1.52751	2.07334	2.0806	2.49553	3.28302	3.74364	3.85133	3.7824	3.7835	3.82477	3.9504	3.74731	3.72783	3.64198	3.65545	3.60804	3.59852	3.63475	3.83993	3.96742	3.99689	3.94156	3.85528	3.81104	3.78814	3.75537	3.6946	3.62547	3.59767	3.58934	3.59064	3.61734	4.12549	4.64448	4.99366	5.3616	5.86409	6.29719	6.39818	6.45786	6.30281	4.92037	4.84536	5.00305	5.34661	5.67824	6.06058	6.04587	6.2242	6.53675	6.58408	6.63142	6.67875	6.74343	5.64107	5.31854	5.33447	5.2583	5.247	5.27812	5.38879	5.46972	5.39491	5.21491	5.12137	5.06333	4.88522	4.78254	4.71762	4.60906	4.6168	4.61954	4.53128	4.48604	4.62792	3.95918	3.88463	3.67898	3.06727	2.22127	1.79431	1.85719	1.83565	2.02265	3.13973	3.61966	3.91852	3.91129	4.0402	4.60854	4.69262	4.3404	4.55552	4.14443	3.50378	3.29305	3.53279	3.81576	4.27573	4.69522	4.88672	4.80338	4.18192	2.90418	2.54025	2.66502	3.01354	3.37409	3.6935	4.2253	5.06935	5.07343	5.16389	5.39433	5.56313	5.58645	5.5709	5.5568	5.56668	5.89917	6.59147	7.14906	7.58753	7.94413	8.14324	8.31941	8.43664	8.45687	8.41401	8.30496	8.10261	7.51463	6.10203	6.38769	6.0779	6.82053	7.09143	7.09729	7.1157	6.52689	5.76955	5.63355	5.59026	5.69761	6.18914	6.68251	6.99637	6.81427	7.02092	7.30293	7.48511	7.43894	7.22409	7.09512	6.9296	6.76908	6.7978	6.86962	6.76437	6.76868	6.77299	6.77277	7.01737	-1000	-1000	-1000	-1000	
-1000	-1000	-1000	7.37114	7.21922	6.6358	5.6311	6.4621	6.68625	6.63228	6.55547	6.54802	5.69014	5.72997	5.49443	4.0173	1.64804	1.5813	1.5813	-0.0787201	5.44918	5.56495	5.70849	5.7777	6.04734	6.19738	6.42655	6.6819	6.65753	6.56785	6.51892	6.40778	6.15401	5.7436	5.36339	2.47376	2.20519	1.64602	1.09891	0.946732	1.00238	1.06737	1.10404	1.5813	1.20479	-1.20472	5.17898	5.44558	-0.134504	0.182632	0.17277	0.192825	1.06215	1.0626	1.06592	1.31055	1.58131	1.5813	1.5813	1.58131	1.5813	1.5813	1.5813	1.5813	1.5813	1.58131	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.5813	1.59489	2.41015	3.498	3.89382	4.31308	4.81834	5.29764	5.49933	5.77304	5.66805	4.64424	4.56119	4.76507	5.04585	5.45885	5.70985	5.55153	5.87137	5.91871	5.96605	6.01338	6.06072	5.58978	5.39083	5.23011	5.24207	5.10635	5.03101	4.90716	4.81115	4.74181	4.45014	4.00934	3.67051	3.57619	3.447	3.25824	3.18175	3.18398	3.19908	3.20792	3.15033	3.01876	2.81714	2.43827	1.94711	0.462725	0.56872	0.632982	0.61223	0.760107	0.639479	1.03605	1.38297	1.69093	1.82021	1.907	2.06894	2.08479	2.15475	2.14101	1.99109	1.75298	1.48511	1.42782	1.4454	1.54768	1.76566	2.42263	2.79554	2.59381	1.70052	0.908241	0.514231	0.556297	1.11023	1.58127	1.6326	2.31571	2.89511	2.98122	3.00697	3.13981	3.52522	3.50885	3.28452	3.18977	3.21658	3.45736	6.19939	6.90048	7.27927	7.6057	7.77046	7.88652	7.95459	7.96694	7.90604	7.797	7.58325	5.35706	5.34371	5.6637	5.7219	6.38459	6.40012	6.39177	6.14205	5.64627	5.16198	5.41689	5.45597	5.529	5.93116	6.12502	6.09681	6.11194	6.50545	6.76323	6.86597	6.77701	6.52781	6.34667	6.20382	6.15081	6.11218	6.17478	6.24295	6.32789	6.43522	6.54255	6.64988	-1000	-1000	-1000	-1000	
-1000	6.8474	6.55859	6.67354	6.78849	6.34945	5.61913	5.96044	6.28692	6.23295	6.18098	6.04502	4.97294	5.00772	4.75519	3.55734	0.562277	0.0128574	0.0128574	-1.05574	-0.363604	-0.342033	-0.86108	-0.336229	5.37941	5.63986	5.88972	6.15394	6.20431	6.1823	6.106	5.9045	5.71254	5.25903	0.0599442	0.211599	0.0725422	-0.197966	-0.297455	-0.217779	-0.0508919	0.0188122	0.0128574	-0.0335102	-0.557449	-1.54461	-1.87699	-1.61557	-0.915417	-0.276999	-0.286331	-0.281862	-0.193367	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	-0.685843	-1.13307	-1.2126	0.0128574	0.0128555	0.0128574	-0.342264	-0.89447	-0.313581	0.0128574	0.0128574	0.0128593	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.0128574	0.113689	3.26456	3.77387	4.25316	4.61767	5.08822	5.0333	4.35881	4.3006	4.24559	4.82258	5.23946	5.21552	5.0572	4.83125	5.44203	5.46782	5.49362	5.52415	5.51538	5.31643	5.14703	5.14966	4.9544	4.81503	4.6515	4.48446	4.23871	3.64696	2.96329	2.44087	2.0133	1.86467	1.78974	1.78892	1.7889	1.78888	1.55378	1.14176	1.24221	1.10962	0.420485	0.118959	0.0220108	0.013689	0.0170708	0.0367603	0.0982399	0.071743	0.230474	0.390146	0.602745	1.01135	1.12631	1.12564	1.09919	1.18671	1.26908	1.05058	0.915728	0.663252	0.52207	0.522774	0.538609	0.617268	0.876572	1.17431	0.995604	0.037077	-1.52521	-1.99789	-2.0479	-2.20383	-2.26381	-0.36305	0.433483	1.12301	1.17604	1.23197	1.501	1.69677	1.76579	1.38749	1.22915	1.59171	2.01216	5.343	6.56827	6.99534	7.21362	7.36634	7.45567	7.47311	7.46471	7.40672	7.28627	6.72841	4.98103	4.80626	4.92811	5.18088	5.38338	5.7371	5.81656	5.87311	5.65125	5.05129	5.23507	5.32167	5.39176	5.63028	5.82616	5.33536	5.63467	5.9752	6.16247	6.2235	6.11468	6.01858	5.83561	6.20782	6.15481	6.10181	6.08499	6.07146	6.12382	6.21576	6.3231	6.31495	-1000	-1000	-1000	-1000	
5.98106	6.71465	5.8764	5.98786	6.09931	6.12187	5.94007	4.72923	5.88758	5.80787	5.62955	4.2	4.25574	4.27419	4.02166	3.17789	0.717197	-0.75766	-0.942589	-1.8266	-1.023	-0.951637	-1.15456	-1.13288	-0.950306	-0.950306	-1.47856	5.61711	5.75109	5.7493	5.69308	5.66075	5.25409	-0.950306	-0.950306	-0.905233	-1.06489	-1.34202	-1.3769	-1.18897	-0.963976	-1.11322	-1.85789	-2.33068	-2.37669	-2.49389	-2.58212	-2.06446	-1.34881	-0.998817	-0.950308	-0.950306	-0.950308	-0.950308	-0.950308	-0.950308	-0.950306	-0.950308	-1.38373	-0.950306	-0.950306	-0.950306	-0.950306	-1.39981	-1.47935	-1.29838	-1.23774	-0.950306	-0.950306	-1.22196	-1.12593	-0.963209	-0.953917	-0.96036	-1.01906	-1.81788	-0.965656	-1.71185	-0.950308	-0.950308	-0.950308	-0.950308	-0.950308	-0.95031	-0.950308	-0.950308	-0.950308	-0.812603	3.19723	3.68798	4.40339	4.39854	4.43572	4.01518	3.9526	3.94443	4.60701	4.22099	3.7159	3.34573	4.216	5.01844	5.04424	5.12056	5.25739	5.24203	5.06396	5.05725	4.83847	4.6586	4.44277	3.88341	3.27207	2.65672	1.42424	0.557508	0.400635	0.21357	0.16674	0.16597	0.152706	0.108263	0.191278	-0.0706367	-0.0260067	0.0389023	-0.117495	-0.297903	-0.337349	-0.354174	-0.337633	-0.326052	-0.287096	-0.259693	-0.182165	-0.0663376	0.05089	0.220905	0.368042	0.381454	0.325636	0.314268	0.333647	0.199846	-0.0547523	-0.320511	-0.729656	-0.947535	-0.854778	-0.89542	-1.0602	-1.35371	-1.80895	-2.04198	-2.22659	-2.4025	-2.72718	-2.87473	-2.91971	-3.03738	-3.10897	-2.98864	-0.790285	-0.665518	-0.553549	-0.568277	-0.620152	-0.747528	-0.811438	0.040987	1.35455	2.09436	5.76946	6.68353	6.82153	6.92326	6.9778	6.9915	6.96247	6.91126	6.77181	6.0142	4.87538	4.09906	3.99123	4.27929	4.84297	5.12868	5.2795	5.35537	5.43124	4.99656	4.62134	4.80605	5.16795	5.32939	5.19692	4.65969	5.15777	5.39678	5.40935	5.51777	5.41514	5.31503	5.23599	5.21595	5.842	6.10581	6.07134	6.05781	6.04427	6.02017	5.9719	5.94052	-1000	-1000	-1000	-1000	
5.80927	6.62486	7.34917	5.50133	5.61278	5.73973	5.7596	5.05017	5.02662	4.31406	4.02632	3.49371	3.54308	3.53997	3.28097	2.90513	0.872114	-1.22015	-1.29275	-1.46675	-1.32168	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.4516	-1.50208	-1.38649	-1.43906	-1.82913	-1.66175	-1.65224	-1.65169	-1.65169	-1.65169	-1.652	-1.72382	-1.73643	-1.72698	-1.80108	-2.88824	-2.98177	-2.95504	-2.77277	-2.99949	-3.1067	-3.09074	-2.28611	-2.12148	-1.65039	-1.5994	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.42516	-1.52154	-1.38649	-1.38649	-1.38649	-1.38649	-1.54016	-1.38649	-1.54645	-1.38649	-1.38649	-1.38649	-1.38649	-1.49061	-1.56002	-1.39763	-1.40305	-1.54695	-1.39304	-1.52799	-1.41188	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.3852	-1.23592	1.26575	3.72662	3.76379	3.80097	3.6589	2.99425	2.67243	3.32748	3.65703	3.04794	2.43884	3.00371	4.56907	4.59487	4.71697	4.8538	4.99063	4.98088	4.96484	4.64108	4.23508	3.72078	3.15621	-0.863277	-1.21326	-1.27738	-1.28133	-1.28182	-1.29881	-1.30256	-1.30261	-1.32321	-1.38497	-1.24108	-0.838112	-0.636528	-0.559484	-0.584429	-0.649452	-0.671051	-0.665546	-0.654953	-0.630257	-0.608231	-0.579433	-0.536379	-0.462667	-0.392639	-0.300901	-0.240393	-0.250755	-0.290899	-0.352219	-0.456701	-0.625412	-0.831066	-1.09999	-1.40751	-1.65435	-1.8009	-1.80103	-1.95806	-2.16835	-2.44718	-2.59315	-2.66685	-2.78919	-3.0848	-3.29382	-3.31206	-3.35229	-3.36798	-3.38179	-3.38201	-3.37052	-3.29796	-3.12046	-2.84609	-2.35684	-2.16289	-1.96987	0.0510387	1.10334	3.7059	5.30199	5.92799	6.21408	6.32107	6.23031	6.16994	6.0802	5.92983	5.2915	4.32243	3.02053	2.90713	3.21094	3.38376	4.54739	4.88755	5.06685	5.14272	4.97395	4.29219	4.1447	4.37704	4.90447	4.62401	4.36991	4.73856	4.80677	4.81807	4.82767	4.7155	4.61744	4.70679	4.88472	4.92076	5.40118	6.05769	5.92115	5.78039	5.63962	5.58602	5.55463	-1000	-1000	-1000	-1000	
-1000	6.32207	6.91952	7.34869	5.12625	5.2377	5.43278	5.37111	3.8805	3.71869	2.51772	2.80427	2.86512	2.81705	2.52307	2.08885	-1.1326	-1.21172	-1.22033	-1.25409	-1.21643	-1.33695	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.8808	-2.75967	-2.82197	-2.81851	-2.81851	-2.81851	-2.81851	-2.81851	-2.81851	-2.81851	-3.38371	-4.85481	-4.68504	-4.19751	-3.92194	-4.45577	-4.30068	-3.88248	-3.35485	-2.93305	-2.12685	-1.87312	-1.46315	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.68668	-1.38649	-1.40987	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38649	-1.38847	-1.39183	-1.39336	-1.39183	-1.38847	-1.43652	-1.44463	-1.41088	-1.38067	-1.3365	-0.783232	1.42694	1.82616	2.04579	2.26542	3.09307	2.48398	1.87489	2.44711	3.39319	4.13891	4.25225	4.36447	4.47668	4.58889	4.51386	4.21079	3.76041	3.27388	-1.32382	-1.38568	-1.38593	-1.38592	-1.38593	-1.38593	-1.38592	-1.38593	-1.38593	-1.40671	-1.45869	-1.44085	-1.27461	-1.10441	-1.01497	-0.983646	-0.963524	-0.953833	-0.930267	-0.919538	-0.891245	-0.879581	-0.864744	-0.839146	-0.805376	-0.767086	-0.729942	-0.711845	-0.769484	-0.858568	-0.969528	-1.11371	-1.2751	-1.44021	-1.6362	-1.88814	-2.06959	-2.13889	-2.22301	-2.33486	-2.49043	-2.68557	-2.81916	-2.8991	-3.00276	-3.18984	-3.38186	-3.51272	-3.58183	-3.64614	-3.72997	-3.79775	-3.87673	-3.9524	-3.93534	-3.92056	-3.89464	-4.26208	-4.02332	-3.58087	-1.2074	0.0780067	3.25625	3.94294	4.45732	4.92164	4.9516	4.37815	4.52495	4.62864	4.39576	3.54584	2.77043	2.21551	2.66928	2.64841	3.9661	4.30626	4.64641	4.8542	4.93007	4.26958	3.66229	3.66806	3.6908	4.12687	4.05443	4.43344	4.39232	4.21414	4.16967	4.1079	3.98056	3.86599	4.0852	4.38501	4.72694	5.12218	5.44462	5.32763	5.23647	5.19258	5.18168	-1000	-1000	-1000	-1000	
